id,source,brand,branch,province,city,latitude,longitude,rating,review,review_date,reviewer,reply,reply_date,photos_count,url,scraped_at
11,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,1.0,"The service at the Ghorban branch is terrible. I'm sorry, they charge three times more than the post office. I haven't received my order in ten days. They are not responsive either.",2 years ago,maryam zakaria sany,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
12,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,1.0,"Really poor service and slow speed, very high fees, always extra money, especially if it's a rental fee, they are not reliable at all.",4 years ago,سمیه مظفری,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
13,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,1.0,"I've been waiting for a week now for my broadcast from Tehran, and it hasn't arrived.",6 years ago,hamed torkanlo,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
14,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,3.0,"Much more expensive than shipping and, worse, much slower!😡 …",6 years ago,حمید رضا جهانی,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
15,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,1.0,"Unfortunately, they do not distribute Golestan Town.",4 years ago,رادمان ام جی,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
16,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,5.0,Hello. The service was good.,6 years ago,Mohamad Piltan,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
17,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,5.0,"Good manners, high speed",3 years ago,yahya azemi,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
18,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,5.0,Excellent service.,2 years ago,فرید سبحانی,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
19,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,5.0,It was good.,Edited 7 years ago,Javad Yazdani,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
20,google_maps,Tipax,Tipax,خراسان شمالی,NULL,37.4785541,57.3317339,5.0,Very good.,2 years ago,امین قنواتی,NULL,NULL,NULL,https://www.google.com/maps/place/Tipax/data=!4m7!3m6!1s0x3f709688c8262afb:0x2bb392456b9429eb!8m2!3d37.4785541!4d57.3317339!16s%2Fg%2F11c75x9zwb!19sChIJ-yomyIiWcD8R6ymUa0WSsys?authuser=0&hl=en&rclk=1,2026-08-03T00:53:15.191200+00:00
21,google_maps,Tipax,tipax,همدان,NULL,34.8121589,48.5166731,3.0,Puppet,3 years ago,مجتبی اکبری,NULL,NULL,NULL,https://www.google.com/maps/place/tipax/data=!4m7!3m6!1s0x3ff193df82de6ebd:0x7d5ccbfa269a8029!8m2!3d34.8121589!4d48.5166731!16s%2Fg%2F11sht4dvv_!19sChIJvW7egt-T8T8RKYCaJvrLXH0?authuser=0&hl=en&rclk=1,2026-08-02T23:55:52.815096+00:00
22,google_maps,Tipax,tipax,همدان,NULL,34.8121589,48.5166731,2.0,Hey,7 months ago,محمدرضا شاهمحمدی ایزد,NULL,NULL,NULL,https://www.google.com/maps/place/tipax/data=!4m7!3m6!1s0x3ff193df82de6ebd:0x7d5ccbfa269a8029!8m2!3d34.8121589!4d48.5166731!16s%2Fg%2F11sht4dvv_!19sChIJvW7egt-T8T8RKYCaJvrLXH0?authuser=0&hl=en&rclk=1,2026-08-02T23:55:52.815096+00:00
23,google_maps,Tipax,تیپاکس 4,Bandar Abbas,58J3+Q8R نصر 1,27.1819782,56.3032636,1.0,"Hello, I had a package to send to Tehran. But it ended up being very expensive for me, meaning a baby swing with some items like medicine and a phone, which was the size of a double blanket, but they charged me 290,000 tomans. I don't know why other people were saying that it would cost a lot, not more than 100 tomans. I mean, I wasn't happy with this high cost.",3 years ago,Fanoshafarahmand,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+4%E2%80%AD/data=!4m7!3m6!1s0x3ef9d7adf4e42669:0x3422e2db7cb5bdf2!8m2!3d27.1819782!4d56.3032636!16s%2Fg%2F11rwyjft4x!19sChIJaSbk9K3X-T4R8r21fNviIjQ?authuser=0&hl=en&rclk=1,2026-08-02T22:19:20.634400+00:00
24,google_maps,Tipax,تیپاکس 4,Bandar Abbas,58J3+Q8R نصر 1,27.1819782,56.3032636,1.0,"It's all lies, don't go to this Tipax. For example, I ordered a case and a monitor, and it cost me at least a million from Tehran to Bandar... The truth is, if you give me a terminal, it would be better for you.",2 years ago,قرآن کریم,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+4%E2%80%AD/data=!4m7!3m6!1s0x3ef9d7adf4e42669:0x3422e2db7cb5bdf2!8m2!3d27.1819782!4d56.3032636!16s%2Fg%2F11rwyjft4x!19sChIJaSbk9K3X-T4R8r21fNviIjQ?authuser=0&hl=en&rclk=1,2026-08-02T22:19:20.634400+00:00
25,google_maps,Tipax,تیپاکس 4,Bandar Abbas,58J3+Q8R نصر 1,27.1819782,56.3032636,1.0,"The only city where Tipax does not have a delivery address and they lie about not being there, it is like a consignment graveyard, Tipax Port.",3 years ago,Mahsa Alemzadeh,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+4%E2%80%AD/data=!4m7!3m6!1s0x3ef9d7adf4e42669:0x3422e2db7cb5bdf2!8m2!3d27.1819782!4d56.3032636!16s%2Fg%2F11rwyjft4x!19sChIJaSbk9K3X-T4R8r21fNviIjQ?authuser=0&hl=en&rclk=1,2026-08-02T22:19:20.634400+00:00
26,google_maps,Tipax,تیپاکس 4,Bandar Abbas,58J3+Q8R نصر 1,27.1819782,56.3032636,1.0,Their performance is really terrible. They call once or don't pick up and immediately return the package so you have to pay again.,9 months ago,Jana Schnider,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+4%E2%80%AD/data=!4m7!3m6!1s0x3ef9d7adf4e42669:0x3422e2db7cb5bdf2!8m2!3d27.1819782!4d56.3032636!16s%2Fg%2F11rwyjft4x!19sChIJaSbk9K3X-T4R8r21fNviIjQ?authuser=0&hl=en&rclk=1,2026-08-02T22:19:20.634400+00:00
27,google_maps,Tipax,تیپاکس 4,Bandar Abbas,58J3+Q8R نصر 1,27.1819782,56.3032636,1.0,The most irresponsible tipax. Don't go to this tipax.,Edited 2 years ago,reza reza,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+4%E2%80%AD/data=!4m7!3m6!1s0x3ef9d7adf4e42669:0x3422e2db7cb5bdf2!8m2!3d27.1819782!4d56.3032636!16s%2Fg%2F11rwyjft4x!19sChIJaSbk9K3X-T4R8r21fNviIjQ?authuser=0&hl=en&rclk=1,2026-08-02T22:19:20.634400+00:00
28,google_maps,Tipax,تیپاکس,خراسان شمالی,NULL,37.3902984,57.93314,1.0,"Zero zero in terms of service. My brother has mobility issues and is always in a wheelchair. When the Tipax courier comes, he rings the bell and sits in the car on the street. The courier's job is to come in the alley, ring the doorbell, …",a year ago,Reza Eskandri,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3f7048db61068f53:0x26ffd9913508e000!8m2!3d37.3902984!4d57.93314!16s%2Fg%2F11c59_5ztl!19sChIJU48GYdtIcD8RAOAINZHZ_yY?authuser=0&hl=en&rclk=1,2026-08-03T00:53:23.810796+00:00
29,google_maps,Tipax,تیپاکس,خراسان شمالی,NULL,37.3902984,57.93314,1.0,It's not interesting at all. They don't have a postal agent. You have to go and get the package yourself.,2 months ago,Adeleh Fadaii00,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3f7048db61068f53:0x26ffd9913508e000!8m2!3d37.3902984!4d57.93314!16s%2Fg%2F11c59_5ztl!19sChIJU48GYdtIcD8RAOAINZHZ_yY?authuser=0&hl=en&rclk=1,2026-08-03T00:53:23.810796+00:00
30,google_maps,Tipax,تیپاکس,خراسان شمالی,NULL,37.3902984,57.93314,5.0,The post speed is excellent.,4 years ago,ali derakhsh,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3f7048db61068f53:0x26ffd9913508e000!8m2!3d37.3902984!4d57.93314!16s%2Fg%2F11c59_5ztl!19sChIJU48GYdtIcD8RAOAINZHZ_yY?authuser=0&hl=en&rclk=1,2026-08-03T00:53:23.810796+00:00
31,google_maps,Tipax,تیپاکس,خراسان شمالی,NULL,37.3902984,57.93314,4.0,Their work is not bad.,3 years ago,Mohammad Reza Abbas Zadeh,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3f7048db61068f53:0x26ffd9913508e000!8m2!3d37.3902984!4d57.93314!16s%2Fg%2F11c59_5ztl!19sChIJU48GYdtIcD8RAOAINZHZ_yY?authuser=0&hl=en&rclk=1,2026-08-03T00:53:23.810796+00:00
32,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,1.0,"I am really sorry for the existence of this branch because since I have known Tipax and visited its branches, they were very excellent, punctual and respectful. That is why I had crossed out the government post office and was doing all my postal work with Tipax. But this branch made me cold and doubtful about choosing Tipax. They were really right that in any field, one person can ruin that entire job or brand and question a lifetime of service and integrity. Like the old proverb that says that one stray goat makes the whole herd stray. I am sorry for Tipax that chooses people like this to serve the people and operates within its branches. Their behavior is disrespectful and their only criterion is money and they are extremely false and duplicitous in their work. I will never use Tipax again in my life, and with the high social connections I have, I will discourage everyone around me from using Tipax. This company should realize that when a virus infiltrates the company, it should remove it, not let it harm others.",7 months ago,Hamed abbasi,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
33,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,1.0,"This branch of Tipax is completely irresponsible, unreliable and incompetent and I am sorry for the Tipax company that has represented anyone. Every time they delay the delivery of the equipment and are not accountable and every time we …",3 years ago,Hi Ku,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
34,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,1.0,"It was awful, the courier didn't deliver the package, I had to go and get it myself, the number was blocked I packed a laptop that he had put under a bunch of other things Irresponsible in the truest sense",2 years ago,shahriyar af,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
35,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,1.0,Very awful and bad promise. Regular mail is a thousand times better. They are also rude and arrogant. I really feel sorry for Tipax for such a representative office.,7 months ago,Roya,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
36,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,1.0,The most horrible Tipax branch in Iran. The employees are the most liars and the worst. They only lie to you and try to hurt you.,a year ago,Alireza Qolamianpour,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
37,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,1.0,"Terrible Terrible Terrible The phone is blocked, I ordered it myself after several days of delay, I feel sorry for them",2 years ago,Zahra B,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
38,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,1.0,They deliver packages very late. They are not accountable either! I don't know why Tipax doesn't monitor its branches?,3 years ago,Peyman,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
39,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,1.0,"The most disgusting, the most absurd, the most rude, the most uncultured",a year ago,Fate-meh -Ghd,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
40,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,5.0,"It was very good, delivered very quickly and on time.",a year ago,Ali Saberi,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
41,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,32.6231012,51.6122667,1.0,Officially Ridin,Edited 2 years ago,Ali Bakrani,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D8%B4%D8%B9%D8%A8%D9%87+%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3fbc371500132a3d:0x7fdd6eaa1199ba5d!8m2!3d32.6231012!4d51.6122667!16s%2Fg%2F11k43429j_!19sChIJPSoTABU3vD8RXbqZEapu3X8?authuser=0&hl=en&rclk=1,2026-08-02T22:19:37.795418+00:00
42,google_maps,Tipax,تیپاکس فیاض بخش,تهران,تهران,35.6851472,51.4385858,1.0,Occupation,a year ago,Saeed Ezati,NULL,NULL,NULL,https://www.google.com/maps/place/%D8%AA%DB%8C%D9%BE%D8%A7%DA%A9%D8%B3+%D9%81%DB%8C%D8%A7%D8%B6+%D8%A8%D8%AE%D8%B4%E2%80%AD/data=!4m7!3m6!1s0x3f8e03003ee2a203:0x5294f4d00d887e0b!8m2!3d35.6851472!4d51.4385858!16s%2Fg%2F11x6t9bwvl!19sChIJA6LiPgADjj8RC36IDdD0lFI?authuser=0&hl=en&rclk=1,2026-08-02T22:19:54.783200+00:00
