id,source,brand,branch,city,province,rating,sentiment,emotion,complaint_category,urgency,confidence_score,review_date
32,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,1.0,Positive,Satisfied,Other,High,90,7 months ago
33,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,90,3 years ago
34,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,100,2 years ago
35,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,1.0,Negative,Angry,Staff Behavior,High,100,7 months ago
36,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,1.0,Negative,Angry,Staff Behavior,High,100,a year ago
37,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,100,2 years ago
38,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,90,3 years ago
39,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,1.0,Negative,Angry,Staff Behavior,High,80,a year ago
40,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,a year ago
41,google_maps,Tipax,تیپاکس کشاورز,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,80,Edited 2 years ago
42,google_maps,Tipax,تیپاکس فیاض بخش,تهران,تهران,1.0,Negative,Angry,Other,High,80,a year ago
43,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,1.0,Negative,Angry,Staff Behavior,High,100,Edited 5 months ago
44,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,1.0,Negative,Angry,Other,High,100,7 months ago
45,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,1.0,Positive,Satisfied,Other,High,90,a year ago
46,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,1.0,Negative,Angry,Pricing,High,100,a year ago
47,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,a year ago
48,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,1.0,Positive,Satisfied,Other,High,100,11 months ago
49,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,1.0,Negative,Angry,Other,High,100,a year ago
50,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,9 months ago
51,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,90,10 months ago
52,google_maps,Tipax,سالن سورتینگ تیپاکس ( تی هاب ),اصفهان,اصفهان,4.0,Positive,Satisfied,Other,Low,80,6 months ago
53,google_maps,Tipax,تیپاکس ملاصدرا,NULL,فارس,1.0,Negative,Angry,Other,High,100,2 years ago
54,google_maps,Tipax,تیپاکس ملاصدرا,NULL,فارس,1.0,Negative,Angry,Delay,High,100,6 months ago
55,google_maps,Tipax,تیپاکس ملاصدرا,NULL,فارس,1.0,Negative,Angry,Other,High,90,a month ago
56,google_maps,Tipax,تیپاکس ملاصدرا,NULL,فارس,1.0,Negative,Angry,Pricing,High,90,a year ago
57,google_maps,Tipax,تیپاکس ملاصدرا,NULL,فارس,1.0,Negative,Angry,Delay,High,100,a year ago
58,google_maps,Tipax,تیپاکس ملاصدرا,NULL,فارس,1.0,Negative,Angry,Other,High,80,6 months ago
59,google_maps,Tipax,تیپاکس ملاصدرا,NULL,فارس,5.0,Positive,Happy,Other,Low,80,2 years ago
60,google_maps,Tipax,تیپاکس ملاصدرا,NULL,فارس,5.0,Positive,Happy,Other,Low,70,a year ago
61,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,1.0,Negative,Angry,Delay,High,100,7 months ago
62,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,1.0,Negative,Angry,Mobile App,High,90,a year ago
63,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,1.0,Negative,Angry,Staff Behavior,High,90,a year ago
64,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,1.0,Negative,Angry,Delay,High,90,a year ago
65,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,1.0,Negative,Angry,Other,High,100,a year ago
66,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,1.0,Negative,Angry,Pricing,High,90,a year ago
67,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,1.0,Negative,Angry,Other,High,100,6 months ago
68,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,5.0,Positive,Happy,Other,Low,100,8 months ago
69,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,1.0,Negative,Angry,Other,High,90,9 months ago
70,google_maps,Tipax,تیپاکس قم| مرکزی,NULL,قم,3.0,Neutral,Satisfied,Other,Low,70,7 months ago
71,google_maps,Tipax,تیپاکس خواجو اصفهان,اصفهان,اصفهان,1.0,Negative,Angry,Tracking,High,90,7 months ago
72,google_maps,Tipax,تیپاکس وحدت,تهران,تهران,1.0,Negative,Angry,Other,High,90,a year ago
73,google_maps,Tipax,تیپاکس وحدت,تهران,تهران,1.0,Negative,Angry,Staff Behavior,High,80,5 years ago
74,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,a year ago
75,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,100,a year ago
76,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,1.0,Negative,Angry,Pricing,High,100,2 years ago
77,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,2 years ago
78,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,90,9 months ago
79,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,5.0,Negative,Disappointed,Other,Medium,100,Edited a year ago
80,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,2 years ago
81,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,80,3 years ago
82,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,80,a year ago
83,google_maps,Tipax,تیپاکس رهنان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,80,3 years ago
84,google_maps,Tipax,تیپاکس امام خمینی,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,2 years ago
85,google_maps,Tipax,تیپاکس نقش جهان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,80,2 years ago
86,google_maps,Tipax,ارسال با تیپاکس. نگارسرام,تهران,تهران,1.0,Negative,Angry,Other,High,90,a week ago
87,google_maps,Tipax,ارسال با تیپاکس. نگارسرام,تهران,تهران,5.0,Positive,Happy,Other,Low,70,a year ago
88,google_maps,Tipax,ارسال با تیپاکس. نگارسرام,تهران,تهران,1.0,Negative,Angry,Pricing,High,80,3 years ago
89,google_maps,Tipax,ارسال با تیپاکس. نگارسرام,تهران,تهران,1.0,Negative,Angry,Delay,High,80,8 years ago
90,google_maps,Tipax,ارسال با تیپاکس. نگارسرام,تهران,تهران,5.0,Positive,Happy,Other,Low,80,a week ago
91,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,1.0,Negative,Angry,Other,High,90,a year ago
92,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,1.0,Negative,Angry,Delay,High,100,2 years ago
93,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,1.0,Negative,Angry,Other,High,100,5 years ago
94,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,1.0,Negative,Angry,Other,High,90,7 months ago
95,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,1.0,Negative,Angry,Other,High,80,9 months ago
96,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,1.0,Negative,Angry,Other,High,80,4 years ago
97,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,1.0,Negative,Angry,Other,High,80,4 years ago
98,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,5.0,Positive,Happy,Other,Low,80,4 years ago
99,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,1.0,Negative,Angry,Other,High,80,a year ago
100,google_maps,Tipax,تیپاکس آرژانتین,تهران,تهران,5.0,Positive,Happy,Other,Low,70,a year ago
101,google_maps,Tipax,تیپاکس سبلان,تهران,تهران,1.0,Negative,Angry,Delay,High,100,a year ago
102,google_maps,Tipax,تیپاکس سبلان,تهران,تهران,1.0,Positive,Satisfied,Other,High,90,a year ago
103,google_maps,Tipax,تیپاکس سبلان,تهران,تهران,1.0,Negative,Angry,Tracking,High,90,a year ago
104,google_maps,Tipax,تیپاکس سبلان,تهران,تهران,1.0,Negative,Angry,Other,High,90,a year ago
105,google_maps,Tipax,تیپاکس سبلان,تهران,تهران,5.0,Positive,Happy,Other,Low,80,2 weeks ago
106,google_maps,Tipax,مرکزی تیپاکس,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,11 months ago
107,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,1.0,Negative,Angry,Lost Package,High,100,Edited 6 years ago
108,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,5.0,Positive,Happy,Other,Low,80,2 years ago
109,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,1.0,Negative,Angry,Staff Behavior,High,90,6 years ago
110,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,5.0,Positive,Happy,Other,Low,100,5 months ago
111,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,1.0,Negative,Angry,Other,High,100,9 months ago
112,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,1.0,Negative,Angry,Other,High,90,5 years ago
113,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,1.0,Negative,Angry,Delay,High,100,6 years ago
114,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,1.0,Negative,Angry,Other,High,80,7 years ago
115,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,5.0,Positive,Happy,Other,Low,70,6 years ago
116,google_maps,Tipax,تیپاکس فیض اصفهان,روبروی مسجد رکن الملک،,Feiz St,5.0,Positive,Happy,Other,Low,70,Edited 2 years ago
117,google_maps,Tipax,تیپاکس شیراز شهرک صنعتی,NULL,فارس,1.0,Negative,Angry,Other,High,100,2 years ago
118,google_maps,Tipax,تیپاکس شیراز شهرک صنعتی,NULL,فارس,1.0,Negative,Angry,Staff Behavior,High,90,a month ago
119,google_maps,Tipax,تیپاکس شیراز شهرک صنعتی,NULL,فارس,1.0,Negative,Angry,Lost Package,High,100,Edited 3 years ago
120,google_maps,Tipax,تیپاکس شیراز شهرک صنعتی,NULL,فارس,1.0,Negative,Angry,Other,High,100,3 years ago
121,google_maps,Tipax,تیپاکس شیراز شهرک صنعتی,NULL,فارس,1.0,Negative,Angry,Delay,High,90,4 years ago
122,google_maps,Tipax,تیپاکس شیراز شهرک صنعتی,NULL,فارس,1.0,Negative,Angry,Other,High,80,8 months ago
123,google_maps,Tipax,تیپاکس شیراز شهرک صنعتی,NULL,فارس,5.0,Positive,Happy,Other,Low,70,2 years ago
124,google_maps,Tipax,تیپاکس شیراز شهرک صنعتی,NULL,فارس,5.0,Positive,Happy,Other,Low,80,4 years ago
125,google_maps,Tipax,اکسس پوینت تیپاکس شیراز خیابان فلاح,NULL,فارس,5.0,Positive,Happy,Other,Low,70,2 years ago
126,google_maps,Tipax,تیپاکس قادرآباد,Qaderabad,Boulevard Imam,1.0,Negative,Angry,Staff Behavior,High,100,5 months ago
127,google_maps,Tipax,تیپاکس قادرآباد,Qaderabad,Boulevard Imam,5.0,Positive,Happy,Other,Low,80,3 years ago
128,google_maps,Tipax,تیپاکس سمیرم,اصفهان,اصفهان,3.0,Neutral,Satisfied,Other,Low,80,a year ago
129,google_maps,Tipax,تیپاکس بهارستان غربی,اصفهان,اصفهان,1.0,Negative,Angry,Staff Behavior,High,100,a year ago
130,google_maps,Tipax,تیپاکس بهارستان غربی,اصفهان,اصفهان,1.0,Negative,Angry,Mobile App,High,90,11 months ago
131,google_maps,Tipax,تیپاکس بهارستان غربی,اصفهان,اصفهان,1.0,Negative,Angry,Staff Behavior,High,90,a year ago
132,google_maps,Tipax,تیپاکس بهارستان غربی,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,80,2 years ago
133,google_maps,Tipax,تیپاکس بهارستان غربی,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,80,a year ago
134,google_maps,Tipax,تیپاکس آریا,اصفهان,اصفهان,2.0,Negative,Disappointed,Lost Package,High,90,a year ago
135,google_maps,Tipax,تیپاکس آریا,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,8 months ago
136,google_maps,Tipax,تیپاکس آریا,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,a year ago
137,google_maps,Tipax,تیپاکس محله کوجان,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,a year ago
138,google_maps,Tipax,تیپاکس محله کوجان,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,a year ago
139,google_maps,Tipax,تیپاکس محله کوجان,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,2 years ago
140,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,100,2 years ago
141,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,100,a year ago
142,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,3 years ago
143,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,1.0,Negative,Angry,Damaged Package,High,100,3 years ago
144,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,a year ago
145,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,1.0,Negative,Angry,Pricing,High,90,a year ago
146,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,4.0,Positive,Satisfied,Other,Low,80,a year ago
147,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,80,a year ago
148,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,70,a year ago
149,google_maps,Tipax,تیپاکس آتشگاه اصفهان,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,70,3 months ago
150,google_maps,Tipax,تیپاکس مشتاق,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,9 months ago
151,google_maps,Tipax,تیپاکس مشتاق,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,a year ago
152,google_maps,Tipax,تیپاکس مشتاق,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,a year ago
153,google_maps,Tipax,تیپاکس نازی آباد,تهران,تهران,1.0,Negative,Angry,Other,High,90,3 years ago
154,google_maps,Tipax,تیپاکس نازی آباد,تهران,تهران,1.0,Negative,Angry,Damaged Package,High,100,5 years ago
155,google_maps,Tipax,تیپاکس نازی آباد,تهران,تهران,1.0,Negative,Angry,Other,High,90,5 years ago
156,google_maps,Tipax,تیپاکس نازی آباد,تهران,تهران,1.0,Negative,Angry,Other,High,90,a year ago
157,google_maps,Tipax,تیپاکس نازی آباد,تهران,تهران,3.0,Positive,Satisfied,Other,Low,100,3 years ago
158,google_maps,Tipax,تیپاکس نازی آباد,تهران,تهران,5.0,Positive,Happy,Other,Low,80,3 years ago
159,google_maps,Tipax,تیپاکس نازی آباد,تهران,تهران,5.0,Positive,Happy,Other,Low,70,6 years ago
160,google_maps,Tipax,تیپاکس نازی آباد,تهران,تهران,1.0,Negative,Angry,Other,High,80,6 years ago
161,google_maps,Tipax,تیپاکس نازی آباد,تهران,تهران,5.0,Positive,Happy,Other,Low,80,a year ago
162,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,1.0,Positive,Satisfied,Other,High,90,7 months ago
163,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,1.0,Negative,Angry,Other,High,90,a year ago
164,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,1.0,Negative,Angry,Delay,High,100,a year ago
165,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,1.0,Negative,Angry,Pricing,High,90,Edited a year ago
166,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,1.0,Negative,Angry,Other,High,90,2 years ago
167,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,1.0,Negative,Angry,Other,High,100,9 months ago
168,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,5.0,Positive,Happy,Other,Low,80,3 years ago
169,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,1.0,Negative,Angry,Other,High,90,a year ago
170,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,1.0,Negative,Angry,Other,High,90,5 months ago
171,google_maps,Tipax,تیپاکس گلستان,NULL,گلستان,5.0,Positive,Happy,Other,Low,80,3 years ago
172,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,1.0,Negative,Angry,Pricing,High,90,3 years ago
173,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,1.0,Negative,Angry,Staff Behavior,High,100,4 years ago
174,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,1.0,Negative,Angry,Other,High,90,3 years ago
175,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,1.0,Negative,Angry,Other,High,90,4 years ago
176,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,1.0,Negative,Angry,Lost Package,High,90,7 months ago
177,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,5.0,Positive,Happy,Other,Low,70,3 years ago
178,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,5.0,Positive,Happy,Other,Low,80,2 years ago
179,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,1.0,Negative,Angry,Mobile App,High,80,2 years ago
180,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,1.0,Positive,Satisfied,Other,High,90,a year ago
181,google_maps,Tipax,تیپاکس شیراز پاسارگاد,NULL,فارس,1.0,Negative,Angry,Other,High,80,7 months ago
182,google_maps,Tipax,تیپاکس خمینی شهر همایون,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,11 months ago
183,google_maps,Tipax,تیپاکس خمینی شهر همایون,اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,100,6 months ago
184,google_maps,Tipax,تیپاکس خمینی شهر همایون,اصفهان,اصفهان,1.0,Negative,Angry,Staff Behavior,High,100,a year ago
185,google_maps,Tipax,تیپاکس خمینی شهر همایون,اصفهان,اصفهان,1.0,Negative,Angry,Staff Behavior,High,80,a year ago
186,google_maps,Tipax,تیپاکس آزادشهر,NULL,یزد,1.0,Negative,Angry,Other,High,90,7 months ago
187,google_maps,Tipax,تیپاکس آزادشهر,NULL,یزد,1.0,Negative,Angry,Staff Behavior,High,80,a year ago
188,google_maps,Tipax,تیپاکس آزادشهر,NULL,یزد,5.0,Positive,Happy,Other,Low,80,5 months ago
189,google_maps,Tipax,تیپاکس ورزنه,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,80,2 years ago
190,google_maps,Tipax,تیپاکس هرات,NULL,یزد,5.0,Positive,Happy,Other,Low,80,3 years ago
191,google_maps,Tipax,انبار تیپاکس,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,100,a year ago
192,google_maps,Tipax,انبار تیپاکس,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,80,4 years ago
193,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Positive,Satisfied,Other,High,90,a year ago
194,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,90,3 years ago
195,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Negative,Angry,Customer Support,High,90,2 years ago
196,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Negative,Angry,Customer Support,High,100,a year ago
197,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Negative,Angry,Tracking,High,90,4 years ago
198,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Negative,Angry,Delay,High,90,a year ago
199,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,3 years ago
200,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,4 years ago
201,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,100,2 years ago
202,google_maps,Tipax,TIPAX,اصفهان,اصفهان,1.0,Negative,Angry,Other,High,90,a year ago
203,google_maps,Tipax,تیپاکس نورآباد,NULL,فارس,4.0,Positive,Satisfied,Other,Low,90,7 years ago
204,google_maps,Tipax,تیپاکس نورآباد,NULL,فارس,5.0,Negative,Disappointed,Other,Medium,100,3 years ago
205,google_maps,Tipax,تیپاکس نورآباد,NULL,فارس,2.0,Negative,Disappointed,Other,Medium,90,6 years ago
206,google_maps,Tipax,تیپاکس نورآباد,NULL,فارس,5.0,Positive,Happy,Other,Low,100,4 years ago
207,google_maps,Tipax,تیپاکس نورآباد,NULL,فارس,5.0,Positive,Happy,Other,Low,80,6 years ago
208,google_maps,Tipax,تیپاکس نورآباد,NULL,فارس,5.0,Positive,Happy,Other,Low,80,6 years ago
209,google_maps,Tipax,تیپاکس نورآباد,NULL,فارس,5.0,Positive,Happy,Other,Low,80,2 years ago
210,google_maps,Tipax,تیپاکس نورآباد,NULL,فارس,5.0,Positive,Happy,Other,Low,70,3 years ago
211,google_maps,Tipax,اکسس پوینت تیپاکس ابوذر غفاری,شیراز,فارس,4.0,Negative,Disappointed,Pricing,Medium,100,2 years ago
212,google_maps,Tipax,اکسس پوینت تیپاکس ابوذر غفاری,شیراز,فارس,5.0,Positive,Happy,Other,Low,80,9 months ago
213,google_maps,Tipax,تیپاکس شاهپور جدید,اصفهان,اصفهان,5.0,Positive,Happy,Other,Low,70,a week ago
214,google_maps,Tipax,تیپاکس زینبیه,اصفهان,اصفهان,2.0,Negative,Disappointed,Other,Medium,80,2 years ago
215,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,1.0,Negative,Angry,Other,High,90,a year ago
216,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,5.0,Positive,Happy,Other,Low,90,2 years ago
217,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,1.0,Negative,Angry,Other,High,90,2 years ago
218,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,1.0,Negative,Angry,Other,High,90,a year ago
219,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,1.0,Negative,Angry,Other,High,90,2 years ago
220,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,1.0,Negative,Angry,Other,High,90,a year ago
221,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,1.0,Negative,Angry,Other,High,90,a year ago
222,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,1.0,Negative,Angry,Other,High,90,a year ago
223,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,1.0,Negative,Angry,Other,High,90,10 months ago
224,google_maps,Tipax,تیپاکس قرچک,تهران,تهران,2.0,Negative,Disappointed,Other,Medium,90,7 months ago
