review_id,brand,branch_name,entity_type,entity_value
8347a2615473d56c,Chapar,کالا رسانان چاپار,city,Tehran
8347a2615473d56c,Chapar,کالا رسانان چاپار,province,Tehran
da803be9e5faa865,Chapar,کالا رسانان چاپار,branch_name_mentioned,کالا رسانان چاپار
da803be9e5faa865,Chapar,کالا رسانان چاپار,city,Tehran
da803be9e5faa865,Chapar,کالا رسانان چاپار,province,Tehran
8a69f6b367c1b662,Chapar,کالا رسانان چاپار,delay_duration,10 day
8a69f6b367c1b662,Chapar,کالا رسانان چاپار,branch_name_mentioned,کالا رسانان چاپار
8a69f6b367c1b662,Chapar,کالا رسانان چاپار,city,Tehran
8a69f6b367c1b662,Chapar,کالا رسانان چاپار,province,Tehran
ca318709653dd6ec,Chapar,کالا رسانان چاپار,branch_name_mentioned,کالا رسانان چاپار
ca318709653dd6ec,Chapar,کالا رسانان چاپار,city,Tehran
ca318709653dd6ec,Chapar,کالا رسانان چاپار,province,Tehran
62042db1c4666cbb,Chapar,کالا رسانان چاپار,branch_name_mentioned,کالا رسانان چاپار
62042db1c4666cbb,Chapar,کالا رسانان چاپار,city,Tehran
62042db1c4666cbb,Chapar,کالا رسانان چاپار,province,Tehran
aa71288e739a803b,Chapar,کالا رسانان چاپار,delay_duration,48 hour
aa71288e739a803b,Chapar,کالا رسانان چاپار,branch_name_mentioned,کالا رسانان چاپار
aa71288e739a803b,Chapar,کالا رسانان چاپار,city,Tehran
aa71288e739a803b,Chapar,کالا رسانان چاپار,province,Tehran
f4f8cf4ed5171c54,Chapar,کالا رسانان چاپار,branch_name_mentioned,کالا رسانان چاپار
f4f8cf4ed5171c54,Chapar,کالا رسانان چاپار,city,Tehran
f4f8cf4ed5171c54,Chapar,کالا رسانان چاپار,province,Tehran
68787fdef8a36da3,Chapar,کالا رسانان چاپار,branch_name_mentioned,کالا رسانان چاپار
68787fdef8a36da3,Chapar,کالا رسانان چاپار,city,Tehran
68787fdef8a36da3,Chapar,کالا رسانان چاپار,province,Tehran
dbc466cdff103889,Chapar,کالا رسانان چاپار,branch_name_mentioned,کالا رسانان چاپار
dbc466cdff103889,Chapar,کالا رسانان چاپار,city,Tehran
dbc466cdff103889,Chapar,کالا رسانان چاپار,province,Tehran
feac0bd39c897a3f,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
feac0bd39c897a3f,Chapar,شرکت کالا رسانان چاپار,city,Tehran
feac0bd39c897a3f,Chapar,شرکت کالا رسانان چاپار,province,Tehran
5f230c1b4b8c6fbb,Chapar,شرکت کالا رسانان چاپار,delay_duration,4 day
5f230c1b4b8c6fbb,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
5f230c1b4b8c6fbb,Chapar,شرکت کالا رسانان چاپار,city,Tehran
5f230c1b4b8c6fbb,Chapar,شرکت کالا رسانان چاپار,province,Tehran
505e0a2b452efa9d,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
505e0a2b452efa9d,Chapar,شرکت کالا رسانان چاپار,city,Tehran
505e0a2b452efa9d,Chapar,شرکت کالا رسانان چاپار,province,Tehran
013148eb956aba84,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
013148eb956aba84,Chapar,شرکت کالا رسانان چاپار,city,Tehran
013148eb956aba84,Chapar,شرکت کالا رسانان چاپار,province,Tehran
d721251ee39279f4,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
d721251ee39279f4,Chapar,شرکت کالا رسانان چاپار,city,Tehran
d721251ee39279f4,Chapar,شرکت کالا رسانان چاپار,province,Tehran
ebd0e45c349f3061,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
ebd0e45c349f3061,Chapar,شرکت کالا رسانان چاپار,city,Tehran
ebd0e45c349f3061,Chapar,شرکت کالا رسانان چاپار,province,Tehran
a08ca8d77e7e65f3,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
a08ca8d77e7e65f3,Chapar,شرکت کالا رسانان چاپار,city,Tehran
a08ca8d77e7e65f3,Chapar,شرکت کالا رسانان چاپار,province,Tehran
1367923e74adb997,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
1367923e74adb997,Chapar,شرکت کالا رسانان چاپار,city,Tehran
1367923e74adb997,Chapar,شرکت کالا رسانان چاپار,province,Tehran
1b6a9dc17624d842,Chapar,شرکت کالا رسانان چاپار,delay_duration,3 day
1b6a9dc17624d842,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
1b6a9dc17624d842,Chapar,شرکت کالا رسانان چاپار,city,Tehran
1b6a9dc17624d842,Chapar,شرکت کالا رسانان چاپار,province,Tehran
71e5cd6a53650948,Chapar,شرکت کالا رسانان چاپار,branch_name_mentioned,شرکت کالا رسانان چاپار
71e5cd6a53650948,Chapar,شرکت کالا رسانان چاپار,city,Tehran
71e5cd6a53650948,Chapar,شرکت کالا رسانان چاپار,province,Tehran
d13b72baf2c92e65,Chapar,ایمن رسانان چاپار(احمدی),branch_name_mentioned,ایمن رسانان چاپار(احمدی)
d13b72baf2c92e65,Chapar,ایمن رسانان چاپار(احمدی),city,Tehran
d13b72baf2c92e65,Chapar,ایمن رسانان چاپار(احمدی),province,Tehran
25d3ce657b574af0,Chapar,چاپار مطهری (کالارسان چاپار شعبه مطهری),branch_name_mentioned,چاپار مطهری (کالارسان چاپار شعبه مطهری)
25d3ce657b574af0,Chapar,چاپار مطهری (کالارسان چاپار شعبه مطهری),city,Tehran
25d3ce657b574af0,Chapar,چاپار مطهری (کالارسان چاپار شعبه مطهری),province,Tehran
9ece7a58e94ebabe,Chapar,چاپار مطهری (کالارسان چاپار شعبه مطهری),branch_name_mentioned,چاپار مطهری (کالارسان چاپار شعبه مطهری)
9ece7a58e94ebabe,Chapar,چاپار مطهری (کالارسان چاپار شعبه مطهری),city,Tehran
9ece7a58e94ebabe,Chapar,چاپار مطهری (کالارسان چاپار شعبه مطهری),province,Tehran
067a9112375d3763,Chapar,کالا رسانان چاپار ساری chapar,branch_name_mentioned,کالا رسانان چاپار ساری chapar
067a9112375d3763,Chapar,کالا رسانان چاپار ساری chapar,province,Mazandaran
25df062c94f78e60,Chapar,کالا رسانان چاپار ساری chapar,branch_name_mentioned,کالا رسانان چاپار ساری chapar
25df062c94f78e60,Chapar,کالا رسانان چاپار ساری chapar,province,Mazandaran
cbb50785f13ac96e,Chapar,کالا رسانان چاپار ساری chapar,branch_name_mentioned,کالا رسانان چاپار ساری chapar
cbb50785f13ac96e,Chapar,کالا رسانان چاپار ساری chapar,province,Mazandaran
318c6f29b583558c,Chapar,کالا رسانان چاپار ساری chapar,branch_name_mentioned,کالا رسانان چاپار ساری chapar
318c6f29b583558c,Chapar,کالا رسانان چاپار ساری chapar,province,Mazandaran
d92cfea67696de69,Chapar,Chapar System,branch_name_mentioned,Chapar System
d92cfea67696de69,Chapar,Chapar System,province,Gilan
d52c31e2d1c029bd,Chapar,Chapar System,branch_name_mentioned,Chapar System
d52c31e2d1c029bd,Chapar,Chapar System,province,Gilan
40112e9f09702690,Chapar,Chapar System,branch_name_mentioned,Chapar System
40112e9f09702690,Chapar,Chapar System,province,Gilan
0add2ae2c6968c81,Chapar,دفتر نمایندگی چاپار پاسداران مجیدیه هروی,branch_name_mentioned,دفتر نمایندگی چاپار پاسداران مجیدیه هروی
0add2ae2c6968c81,Chapar,دفتر نمایندگی چاپار پاسداران مجیدیه هروی,city,Tehran
0add2ae2c6968c81,Chapar,دفتر نمایندگی چاپار پاسداران مجیدیه هروی,province,Tehran
48a88b63497bda1a,Chapar,دفتر نمایندگی چاپار پاسداران مجیدیه هروی,branch_name_mentioned,دفتر نمایندگی چاپار پاسداران مجیدیه هروی
48a88b63497bda1a,Chapar,دفتر نمایندگی چاپار پاسداران مجیدیه هروی,city,Tehran
48a88b63497bda1a,Chapar,دفتر نمایندگی چاپار پاسداران مجیدیه هروی,province,Tehran
f58e35952b1bf8d4,Chapar,کالارسانان چاپار نمایندگی پیروزی,delay_duration,4 day
f58e35952b1bf8d4,Chapar,کالارسانان چاپار نمایندگی پیروزی,branch_name_mentioned,کالارسانان چاپار نمایندگی پیروزی
f58e35952b1bf8d4,Chapar,کالارسانان چاپار نمایندگی پیروزی,city,Tehran
f58e35952b1bf8d4,Chapar,کالارسانان چاپار نمایندگی پیروزی,province,Tehran
67c8d5bf80ab93e9,Chapar,کالارسانان چاپار نمایندگی پیروزی,branch_name_mentioned,کالارسانان چاپار نمایندگی پیروزی
67c8d5bf80ab93e9,Chapar,کالارسانان چاپار نمایندگی پیروزی,city,Tehran
67c8d5bf80ab93e9,Chapar,کالارسانان چاپار نمایندگی پیروزی,province,Tehran
4393290725acf40c,Chapar,کالارسانان چاپار نمایندگی پیروزی,branch_name_mentioned,کالارسانان چاپار نمایندگی پیروزی
4393290725acf40c,Chapar,کالارسانان چاپار نمایندگی پیروزی,city,Tehran
4393290725acf40c,Chapar,کالارسانان چاپار نمایندگی پیروزی,province,Tehran
558b3ddd0b8a017f,Chapar,کالارسانان چاپار نمایندگی پیروزی,branch_name_mentioned,کالارسانان چاپار نمایندگی پیروزی
558b3ddd0b8a017f,Chapar,کالارسانان چاپار نمایندگی پیروزی,city,Tehran
558b3ddd0b8a017f,Chapar,کالارسانان چاپار نمایندگی پیروزی,province,Tehran
7cae0834dc7948d9,Chapar,کالارسانان چاپار نمایندگی پیروزی,branch_name_mentioned,کالارسانان چاپار نمایندگی پیروزی
7cae0834dc7948d9,Chapar,کالارسانان چاپار نمایندگی پیروزی,city,Tehran
7cae0834dc7948d9,Chapar,کالارسانان چاپار نمایندگی پیروزی,province,Tehran
2705512632c9f24d,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
2705512632c9f24d,Chapar,شرکت کالارسانان چاپار,city,Qom
2705512632c9f24d,Chapar,شرکت کالارسانان چاپار,province,Qom
16552067272539c7,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
16552067272539c7,Chapar,شرکت کالارسانان چاپار,city,Qom
16552067272539c7,Chapar,شرکت کالارسانان چاپار,province,Qom
dc4345057ec36970,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
dc4345057ec36970,Chapar,شرکت کالارسانان چاپار,city,Qom
dc4345057ec36970,Chapar,شرکت کالارسانان چاپار,province,Qom
e01b93a617583004,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
e01b93a617583004,Chapar,شرکت کالارسانان چاپار,city,Qom
e01b93a617583004,Chapar,شرکت کالارسانان چاپار,province,Qom
7c7666e01461da2d,Chapar,شرکت کالارسانان چاپار,delay_duration,4 day
7c7666e01461da2d,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
7c7666e01461da2d,Chapar,شرکت کالارسانان چاپار,city,Qom
7c7666e01461da2d,Chapar,شرکت کالارسانان چاپار,province,Qom
446987df73916089,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
446987df73916089,Chapar,شرکت کالارسانان چاپار,city,Qom
446987df73916089,Chapar,شرکت کالارسانان چاپار,province,Qom
5ae33abb7872025a,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
5ae33abb7872025a,Chapar,شرکت کالارسانان چاپار,city,Qom
5ae33abb7872025a,Chapar,شرکت کالارسانان چاپار,province,Qom
68288726fb79245d,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
68288726fb79245d,Chapar,شرکت کالارسانان چاپار,city,Qom
68288726fb79245d,Chapar,شرکت کالارسانان چاپار,province,Qom
9e006c213b711625,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
9e006c213b711625,Chapar,شرکت کالارسانان چاپار,city,Qom
9e006c213b711625,Chapar,شرکت کالارسانان چاپار,province,Qom
404a58847a8a518a,Chapar,شرکت کالارسانان چاپار,branch_name_mentioned,شرکت کالارسانان چاپار
404a58847a8a518a,Chapar,شرکت کالارسانان چاپار,city,Qom
404a58847a8a518a,Chapar,شرکت کالارسانان چاپار,province,Qom
34ecf06f69beafe5,Chapar,موسسه توریستی چاپار,branch_name_mentioned,موسسه توریستی چاپار
34ecf06f69beafe5,Chapar,موسسه توریستی چاپار,city,Tehran
34ecf06f69beafe5,Chapar,موسسه توریستی چاپار,province,Tehran
168eeaae646df4e6,Chapar,کالا رسانان چاپار بیجار,branch_name_mentioned,کالا رسانان چاپار بیجار
168eeaae646df4e6,Chapar,کالا رسانان چاپار بیجار,city,Bijar
168eeaae646df4e6,Chapar,کالا رسانان چاپار بیجار,province,Kurdistan
3b11f3223a583305,Chapar,دفتر چاپار کرمانشاه,delay_duration,2 week
3b11f3223a583305,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
3b11f3223a583305,Chapar,دفتر چاپار کرمانشاه,city,کرمان
3b11f3223a583305,Chapar,دفتر چاپار کرمانشاه,province,کرمان
70a54b3d645bb177,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
70a54b3d645bb177,Chapar,دفتر چاپار کرمانشاه,city,کرمان
70a54b3d645bb177,Chapar,دفتر چاپار کرمانشاه,province,کرمان
a8cea6185385cea4,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
a8cea6185385cea4,Chapar,دفتر چاپار کرمانشاه,city,کرمان
a8cea6185385cea4,Chapar,دفتر چاپار کرمانشاه,province,کرمان
1966bacbc6ecf9ac,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
1966bacbc6ecf9ac,Chapar,دفتر چاپار کرمانشاه,city,کرمان
1966bacbc6ecf9ac,Chapar,دفتر چاپار کرمانشاه,province,کرمان
eaa9129bc79838ba,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
eaa9129bc79838ba,Chapar,دفتر چاپار کرمانشاه,city,کرمان
eaa9129bc79838ba,Chapar,دفتر چاپار کرمانشاه,province,کرمان
7bfa3991035b3083,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
7bfa3991035b3083,Chapar,دفتر چاپار کرمانشاه,city,کرمان
7bfa3991035b3083,Chapar,دفتر چاپار کرمانشاه,province,کرمان
1f47e02f000ece74,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
1f47e02f000ece74,Chapar,دفتر چاپار کرمانشاه,city,کرمان
1f47e02f000ece74,Chapar,دفتر چاپار کرمانشاه,province,کرمان
1c3aadd7dbf0fb82,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
1c3aadd7dbf0fb82,Chapar,دفتر چاپار کرمانشاه,city,کرمان
1c3aadd7dbf0fb82,Chapar,دفتر چاپار کرمانشاه,province,کرمان
d4293dff6f025916,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
d4293dff6f025916,Chapar,دفتر چاپار کرمانشاه,city,کرمان
d4293dff6f025916,Chapar,دفتر چاپار کرمانشاه,province,کرمان
36c61179047d63f2,Chapar,دفتر چاپار کرمانشاه,branch_name_mentioned,دفتر چاپار کرمانشاه
36c61179047d63f2,Chapar,دفتر چاپار کرمانشاه,city,کرمان
36c61179047d63f2,Chapar,دفتر چاپار کرمانشاه,province,کرمان
5f34cec956345a68,Chapar,انبار چاپار,branch_name_mentioned,انبار چاپار
5f34cec956345a68,Chapar,انبار چاپار,city,F9V6+PG8
5f34cec956345a68,Chapar,انبار چاپار,province,Kahrizak
721fdb6e558a7b9d,Post,Iran Mall Post Office,delay_duration,24 hour
721fdb6e558a7b9d,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
721fdb6e558a7b9d,Post,Iran Mall Post Office,city,Tehran
721fdb6e558a7b9d,Post,Iran Mall Post Office,province,Tehran
33ecaad65d94fe3c,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
33ecaad65d94fe3c,Post,Iran Mall Post Office,city,Tehran
33ecaad65d94fe3c,Post,Iran Mall Post Office,province,Tehran
241354136d7100da,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
241354136d7100da,Post,Iran Mall Post Office,city,Tehran
241354136d7100da,Post,Iran Mall Post Office,province,Tehran
1ea88952595b0f81,Post,Iran Mall Post Office,delay_duration,2 week
1ea88952595b0f81,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
1ea88952595b0f81,Post,Iran Mall Post Office,city,Tehran
1ea88952595b0f81,Post,Iran Mall Post Office,province,Tehran
f778843fad4e2f86,Post,Iran Mall Post Office,service_type,cod
f778843fad4e2f86,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
f778843fad4e2f86,Post,Iran Mall Post Office,city,Tehran
f778843fad4e2f86,Post,Iran Mall Post Office,province,Tehran
4abfca85cc29d23e,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
4abfca85cc29d23e,Post,Iran Mall Post Office,city,Tehran
4abfca85cc29d23e,Post,Iran Mall Post Office,province,Tehran
2c06ef3cb02fc3ed,Post,Iran Mall Post Office,delay_duration,3 day
2c06ef3cb02fc3ed,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
2c06ef3cb02fc3ed,Post,Iran Mall Post Office,city,Tehran
2c06ef3cb02fc3ed,Post,Iran Mall Post Office,province,Tehran
5901f8f789b867c0,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
5901f8f789b867c0,Post,Iran Mall Post Office,city,Tehran
5901f8f789b867c0,Post,Iran Mall Post Office,province,Tehran
7b7ce57dbd5fff85,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
7b7ce57dbd5fff85,Post,Iran Mall Post Office,city,Tehran
7b7ce57dbd5fff85,Post,Iran Mall Post Office,province,Tehran
a81842da9e1ae0c4,Post,Iran Mall Post Office,branch_name_mentioned,Iran Mall Post Office
a81842da9e1ae0c4,Post,Iran Mall Post Office,city,Tehran
a81842da9e1ae0c4,Post,Iran Mall Post Office,province,Tehran
3aa6af602e521db0,Post,شرکت ملی پست ایران,delay_duration,14 day
3aa6af602e521db0,Post,شرکت ملی پست ایران,service_type,express
3aa6af602e521db0,Post,شرکت ملی پست ایران,branch_name_mentioned,شرکت ملی پست ایران
3aa6af602e521db0,Post,شرکت ملی پست ایران,city,Tehran
3aa6af602e521db0,Post,شرکت ملی پست ایران,province,Tehran
31a5080151b1dff1,Post,شرکت ملی پست ایران,branch_name_mentioned,شرکت ملی پست ایران
31a5080151b1dff1,Post,شرکت ملی پست ایران,city,Tehran
31a5080151b1dff1,Post,شرکت ملی پست ایران,province,Tehran
b705d719f3ee99c6,Post,شرکت ملی پست ایران,branch_name_mentioned,شرکت ملی پست ایران
b705d719f3ee99c6,Post,شرکت ملی پست ایران,city,Tehran
b705d719f3ee99c6,Post,شرکت ملی پست ایران,province,Tehran
58f6b27b8abc50ac,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
58f6b27b8abc50ac,Post,Post Department of Tehran District 13,city,Tehran
58f6b27b8abc50ac,Post,Post Department of Tehran District 13,province,Tehran
8331787eaf0f3da9,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
8331787eaf0f3da9,Post,Post Department of Tehran District 13,city,Tehran
8331787eaf0f3da9,Post,Post Department of Tehran District 13,province,Tehran
1e5a92184e7028c2,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
1e5a92184e7028c2,Post,Post Department of Tehran District 13,city,Tehran
1e5a92184e7028c2,Post,Post Department of Tehran District 13,province,Tehran
096e71538323e44e,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
096e71538323e44e,Post,Post Department of Tehran District 13,city,Tehran
096e71538323e44e,Post,Post Department of Tehran District 13,province,Tehran
cdb91132881bbac4,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
cdb91132881bbac4,Post,Post Department of Tehran District 13,city,Tehran
cdb91132881bbac4,Post,Post Department of Tehran District 13,province,Tehran
65adce7e8ea7950c,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
65adce7e8ea7950c,Post,Post Department of Tehran District 13,city,Tehran
65adce7e8ea7950c,Post,Post Department of Tehran District 13,province,Tehran
49a6938c7b431ac4,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
49a6938c7b431ac4,Post,Post Department of Tehran District 13,city,Tehran
49a6938c7b431ac4,Post,Post Department of Tehran District 13,province,Tehran
6a8a95becb1fcb83,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
6a8a95becb1fcb83,Post,Post Department of Tehran District 13,city,Tehran
6a8a95becb1fcb83,Post,Post Department of Tehran District 13,province,Tehran
a57183c0aee9b6b2,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
a57183c0aee9b6b2,Post,Post Department of Tehran District 13,city,Tehran
a57183c0aee9b6b2,Post,Post Department of Tehran District 13,province,Tehran
3bbf759b4c8eb37a,Post,Post Department of Tehran District 13,branch_name_mentioned,Post Department of Tehran District 13
3bbf759b4c8eb37a,Post,Post Department of Tehran District 13,city,Tehran
3bbf759b4c8eb37a,Post,Post Department of Tehran District 13,province,Tehran
314bfb6fce3c9d0e,Post,Post Office,branch_name_mentioned,Post Office
314bfb6fce3c9d0e,Post,Post Office,city,Tehran
314bfb6fce3c9d0e,Post,Post Office,province,Tehran
f3a300e37acdf222,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
f3a300e37acdf222,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
f3a300e37acdf222,Post,اداره کل پست استان آذربایجان غربی,province,West Azerbaijan
35a1a60451d9a704,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
35a1a60451d9a704,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
35a1a60451d9a704,Post,اداره کل پست استان آذربایجان غربی,province,West Azerbaijan
4628e794d5297521,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
4628e794d5297521,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
4628e794d5297521,Post,اداره کل پست استان آذربایجان غربی,province,West Azerbaijan
3d8348c8bc2d4006,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
3d8348c8bc2d4006,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
3d8348c8bc2d4006,Post,اداره کل پست استان آذربایجان غربی,province,West Azerbaijan
be8b6a2f7582ff58,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
be8b6a2f7582ff58,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
be8b6a2f7582ff58,Post,اداره کل پست استان آذربایجان غربی,province,West Azerbaijan
c70ba6910ba4ae34,Post,اداره کل پست استان آذربایجان غربی,delay_duration,6 day
c70ba6910ba4ae34,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
c70ba6910ba4ae34,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
c70ba6910ba4ae34,Post,اداره کل پست استان آذربایجان غربی,province,West Azerbaijan
5cd6e8d79bfcc905,Post,اداره کل پست استان آذربایجان غربی,delay_duration,5 day
5cd6e8d79bfcc905,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
5cd6e8d79bfcc905,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
5cd6e8d79bfcc905,Post,اداره کل پست استان آذربایجان غربی,province,West Azerbaijan
06e6aeeeec199a08,Post,اداره کل پست استان آذربایجان غربی,delay_duration,2 day
06e6aeeeec199a08,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
06e6aeeeec199a08,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
06e6aeeeec199a08,Post,اداره کل پست استان آذربایجان غربی,province,West Azerbaijan
e493bbc242febd78,Post,اداره کل پست استان آذربایجان غربی,delay_duration,5 day
e493bbc242febd78,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
e493bbc242febd78,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
e493bbc242febd78,Post,اداره کل پست استان آذربایجان غربی,province,West Azerbaijan
46005df297d497ee,Post,اداره کل پست استان آذربایجان غربی,delay_duration,10 day
46005df297d497ee,Post,اداره کل پست استان آذربایجان غربی,service_type,cod
46005df297d497ee,Post,اداره کل پست استان آذربایجان غربی,branch_name_mentioned,اداره کل پست استان آذربایجان غربی
46005df297d497ee,Post,اداره کل پست استان آذربایجان غربی,city,Urmia
